,冠元推拿养生,医疗保健服务,诊所,诊所.1,广东省,广州市,花都区,113.235386,23.409007
457,广州市从化区吕田镇竹坑村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.928662,23.827515
458,吕田镇草埔村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.919811,23.77423
459,广州市从化区城郊街新开村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.560661,23.560908
460,大夫田村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.544284,23.572347
461,高步卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.580872,23.56647
462,祖传跌打,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.575942,23.556564
463,城康村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.560287,23.634196
464,广州市从化区城郊街矮岭村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.541598,23.626232
465,广州市从化区城郊街黄场村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.552725,23.614032
466,城郊北星卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.584604,23.554826
467,城郊北星卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.584604,23.554826
468,从化益民诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.527345,23.569694
469,百家中医门诊部,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.533268,23.595129
470,李伟英筋骨调理中心(从化总店),医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.586312,23.556355
471,太平镇分水村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.565939,23.398237
472,广州市从化区太平镇秋枫村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.550154,23.389243
473,新安村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.58544,23.377398
474,街口街城郊村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.580382,23.54759
475,庾元慈中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.584712,23.545704
476,谢胜华内科诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.59389,23.553487
477,惠德从化诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.595301,23.553198
478,三百洞村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.556963,23.476542
479,菜地村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.545896,23.504966
480,从化何林吉中西医结合门诊部,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.569852,23.507111
481,神岗村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.53017,23.484906
482,广州市从化区街口街沙贝村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.567626,23.517493
483,太平镇元洲岗卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.541368,23.490949
484,新明卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.583522,23.522703
485,井岗村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.531627,23.523378
486,南方村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.582323,23.515675
487,佛岗村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.519605,23.475462
488,均和村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.554966,23.265989
489,观华诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.575498,23.277407
490,九龙镇中心卫生院妇幼保健门诊,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.57111,23.277761
491,林小演诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.585137,23.277759
492,鸣亮诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.584889,23.278719
493,鸿亮诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.584894,23.278696
494,朱丁吴诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.583696,23.279422
495,华医百岁第136店,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.58647,23.53705
496,天韵社区卫生服务站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.543712,23.329801
497,龙湖街中心卫生院旺村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.561573,23.313168
498,埔心村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.547009,23.349329
499,龙湖街中心卫生院何棠下村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.541666,23.339527
500,黄埔区龙湖街幸福誉社区卫生服务站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.539282,23.331014
501,洋田村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.583,23.317012
502,汤村村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.569082,23.299048
503,大涵村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.551927,23.293819
504,黄建胜长友诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.521083,23.353334
505,长莫村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.468926,22.835158
506,南沙区东涌镇长莫村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.475919,22.836238
507,石排村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.481516,22.87142
508,广州市南沙区东涌镇社区卫生服务中心,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.452467,22.835626
509,细沥村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.45346,22.83549
510,东涌医院南涌村卫生所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.463444,22.879251
511,回景堂中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.468181,22.929777
512,石碁镇南浦村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.468524,22.961581
513,广东通用(番禺)透析中心,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.457527,22.953568
514,庙贝农场卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.486154,22.771113
515,大岗镇庙青社区卫生服务站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.469456,22.781423
516,横沥镇庙南村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.495467,22.772804
517,横沥社区卫生服务中心(庙南村点)-预防接种门诊,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.495536,22.772793
518,广州市南沙区横沥镇大元卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.495584,22.75149
519,诚美口腔门诊部,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.496721,22.811607
520,黄阁镇亭角村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.496346,22.797974
521,石碁镇社区卫生服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.453904,22.950763
522,石楼人民医院第二门诊部,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.485018,22.970595
523,邓丹综合门诊部,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.486345,22.969054
524,沙北卫生站,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.518382,22.919528
525,南沙区东涌镇东导村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.462615,22.900482
526,敬老院诊所,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.438837,22.954937
527,广东省干部疗养院门诊部,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.654504,23.650694
528,从化明络堂温泉诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.655637,23.644671
529,源湖村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.660782,23.615386
530,米铺新卫生室,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.663171,23.693552
531,锦一村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.620911,23.479331
532,锦二村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.61408,23.488863
533,鹊塱村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.644727,23.513011
534,康和中西医,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.649134,23.519144
535,江埔街下罗村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.612133,23.515014
536,吊里村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.656809,23.515827
537,从化天下中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.601949,23.531093
538,广州市从化区城郊街塘下村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.605424,23.584744
539,广州市从化区江埔街江村村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.617467,23.568614
540,宣星卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.643291,23.59881
541,龙桥村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.66976,23.601608
542,江埔村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.611949,23.542778
543,李汉文内科诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.61458,23.604541
544,合正中西医结合诊所,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.602353,23.545215
545,广州市从化区城郊街东风村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.599807,23.563142
546,龙岗村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.664781,23.598467
547,东泉门诊,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.599632,23.546148
548,麻三村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.615709,23.611371
549,南埔村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.566565,23.101653
550,申幼玲诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.544753,23.093582
551,詹海松中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.560322,23.10565
552,夏埔医疗诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.566348,23.102943
553,谢志斌中西医结合诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.553407,23.104105
554,潘端梅个体诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.54477,23.093374
555,袁大军诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.567151,23.104218
556,健业阳光医疗,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.563304,23.191309
557,惠明诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.557998,23.198251
558,新庄社区医疗,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.563093,23.188067
559,富强诊所(新庄店),医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.563069,23.18808
560,鸿运东区综合门诊部,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.529778,23.135838
561,圣仁诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.570669,23.185409
562,阳光诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.56348,23.191274
563,黄浦区张立东诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.566063,23.190609
564,永康医疗(桑田一路店),医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.56906,23.187985
565,广州开发区医院永和门诊部,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.556772,23.190775
566,国成诊所(新庄二路),医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.564566,23.191239
567,种植牙中心,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.566615,23.191375
568,牙医世家,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.566654,23.191488
569,广州市番禺区石楼镇沙北村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,番禺区,113.519818,22.919216
570,秋月宏妙国际,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.583562,23.161254
571,广州幸康嘉园门诊部,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.559097,23.196567
572,忠生诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.55941,23.197435
573,缪氏牙医世家,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.560078,23.199483
574,富强诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.560732,23.197949
575,下由冚,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.545653,23.193795
576,源地中医堂,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.583598,23.161478
577,康源地中医馆,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.583674,23.161573
578,培元堂中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,黄埔区,113.533816,23.160569
579,崇正诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.583121,23.159961
580,碧珊诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.587579,23.179971
581,和众教育行知健康服务站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.557599,22.769431
582,广州市南沙区南沙街板头卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.54876,22.788727
583,广州市南沙区黄阁镇沙仔村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.54976,22.855335
584,南沙区黄阁镇东风农场卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.519839,22.863475
585,南沙区黄阁镇东湾村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.528877,22.826975
586,牙齿矫正,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.552988,22.799402
587,南北台诊所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.596267,22.778229
588,康美汇中医,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.549186,22.800165
589,睛亮眼科诊所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.531953,22.787779
590,广州市南沙区横沥镇新村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.525863,22.705524
591,珠江街社区卫生服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.536186,22.702996
592,新安村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.558923,22.662631
593,南沙区第三人民医院新村卫生所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.525962,22.705543
594,沙尾二卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.592513,22.657765
595,万顷沙医院龙穴岛卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.645419,22.687539
596,南沙区第一人民医院龙穴(门诊部),医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.645482,22.687804
597,南沙区第一人民医院龙穴门诊部急诊,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.64548,22.687803
598,南京同仁堂中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.531712,22.795665
599,中医馆,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.531687,22.795756
600,标至口腔,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.523686,22.790819
601,健强门诊部,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.575304,22.746809
602,达康诊所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.583739,22.747236
603,百万葵园-医务室,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.619983,22.630668
604,发热诊室,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.606138,22.645377
605,万顷沙社区卫生服务中心预防接种门诊,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.606057,22.645403
606,肖北发儿科诊所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.605179,22.758137
607,广州市南沙区南沙街鹿颈社区卫生服务站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.60203,22.756469
608,南沙区妇幼保健院南横卫生所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.602377,22.750926
609,南沙区妇女保健院鹿颈村卫生所,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.601885,22.756466
610,广州市南沙区南沙街南横村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,南沙区,113.602377,22.750926
611,中新镇三迳村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.62723,23.331827
612,中新镇心岭村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.653718,23.343649
613,谭明诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.6344,23.35899
614,中新镇田美村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.642724,23.360023
615,福和镇田美村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.643018,23.359788
616,五联村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.661641,23.326699
617,大田卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.627854,23.297379
618,中新镇山美村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.605856,23.318349
619,中新镇合益村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.670746,23.365744
620,三星村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.677091,23.361392
621,泮霞村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.63325,23.36206
622,福和镇官塘村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.618377,23.370881
623,坳头村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.632427,23.404756
624,福和镇双塘村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.647882,23.388778
625,大安村卫生站(407乡道),医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.604099,23.38824
626,永和镇九如村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.633757,23.1835
627,永宁街道九如村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.634,23.183682
628,邵医堂诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.643313,23.158283
629,上邵卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.646886,23.158098
630,为忠门诊部,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.642409,23.155056
631,上岭村敬老院医务室,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.66225,23.169431
632,康众诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.659213,23.161344
633,赵小军中西医诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.659199,23.161341
634,永宁街陂头村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.61319,23.1765
635,巷口村卫生站(探头沙片街),医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.659334,23.165156
636,王志良诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.652232,23.153283
637,中新镇联丰村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.626467,23.24205
638,坑贝村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.647222,23.277148
639,广州市增城区宁西街冯村村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.644696,23.231522
640,九和村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.613034,23.260558
641,集丰村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.623739,23.27489
642,中新镇莲塘村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.668083,23.266598
643,范月友诊室,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.6206,23.285892
644,中新镇乌石村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.643136,23.290874
645,沅素堂中医馆,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.661042,23.22006
646,宁西街石迳村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.675332,23.233677
647,钟生牙科门诊,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.621076,23.289444
648,永宁街叶岭村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.600627,23.232939
649,惠民诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.621705,23.290222
650,港村卫生院,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.713948,23.579625
651,中田村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.71202,23.61997
652,桃莲村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,从化区,113.727172,23.621482
653,小楼镇秀水村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.735753,23.431664
654,小楼黄村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.716522,23.376521
655,小楼镇长岭村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.754888,23.434577
656,派潭镇佳松岭卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.737803,23.489762
657,派潭镇高埔村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.735278,23.463588
658,派潭镇车洞村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.754093,23.507073
659,横塱村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.715796,23.25694
660,南岗医疗站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.715957,23.274914
661,增城新塘镇斯庄村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.695845,23.242128
662,李丽芳诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.699562,23.274189
663,添友诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.699528,23.274216
664,吓岗村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.736005,23.229658
665,朱村村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.694948,23.276564
666,朱村村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.692175,23.273014
667,朱村街山田村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.753596,23.270141
668,小楼镇邓山村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.740963,23.350772
669,丹邱村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.724546,23.300013
670,睿康中西医诊所(朱村店),医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.67876,23.274276
671,仙村镇上境村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.719388,23.172623
672,鸭仔佬跌打,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.717323,23.170545
673,怡晴中医诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.721252,23.164731
674,列姚巧中医妇科诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.719538,23.166329
675,基岗卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.715065,23.181249
676,江结娣诊所,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.719132,23.163232
677,卫生路,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.718448,23.163885
678,广州市增城区仙村镇卫生院,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.716819,23.163936
679,仙村镇西南村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.702674,23.166265
680,蓝山卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.735393,23.184899
681,仙村镇沙头村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.705639,23.168031
682,竹元村卫生站(装修中),医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.735839,23.164689
683,仙村镇沙角村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.695262,23.14238
684,石滩镇沙陇村卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.75844,23.204709
685,增城新塘镇湖东卫生站,医疗保健服务,诊所,诊所,广东省,广州市,增城区,113.678786,23.206827
