,吴仕娣西医内科诊所,医疗保健服务,专科医院,专科医院.1,广东省,深圳市,宝安区,113.783813,22.724596,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
495,妇幼保健院梧桐山社康,医疗保健服务,专科医院,专科医院,广东省,深圳市,罗湖区,114.192318,22.59264,,,,,
496,爱视眼科,医疗保健服务,专科医院,眼科医院,广东省,深圳市,龙岗区,114.20297,22.643279,,,,,
497,岚世纪口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.209184,22.64979,,,,,
498,深圳皓美齿科瑞皓口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.203728,22.643833,,,,,
499,深圳臻品好口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.222739,22.55571,,,,,
500,粤深昌口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.225265,22.55296,,,,,
501,深圳王陆英口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.228375,22.554308,,,,,
502,深圳立民中医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,盐田区,114.229872,22.548319,,,,,
503,深圳钟柳清口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.229737,22.550045,,,,,
504,林霞妇科,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.197934,22.646443,,,,,
505,深圳张龙喜口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.213889,22.654726,,,,,
506,梅梅口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.214364,22.656019,,,,,
507,张汉平口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.19921,22.650591,,,,,
508,深圳市龙岗区杨淑贤中医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.198538,22.644512,,,,,
509,深圳张进升西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.200114,22.650193,,,,,
510,深圳加贝口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.195974,22.646614,,,,,
511,深圳横岗爱尔眼科诊所,医疗保健服务,专科医院,眼科医院,广东省,深圳市,龙岗区,114.195818,22.646584,,,,,
512,一树口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.196009,22.647158,,,,,
513,辉辉口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.248175,22.751263,,,,,
514,专业儿科,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.252347,22.748164,,,,,
515,深圳关爱门诊部牙科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.248706,22.7457,,,,,
516,龙岗区妇幼保健院,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.235682,22.727482,,,,,
517,丽港丽格医疗美容门诊部,医疗保健服务,专科医院,整形美容,广东省,深圳市,龙岗区,114.250367,22.722436,,,,,
518,同步齿科(龙岗正中店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.251212,22.726276,,,,,
519,牙福口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.251446,22.720513,,,,,
520,深圳牙尔乐口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.253047,22.72222,,,,,
521,汪洋齿科(龙城店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.240187,22.723172,,,,,
522,深圳隽美口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.251396,22.724643,,,,,
523,陈伟模口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.254003,22.719144,,,,,
524,深圳港龙妇产医院,医疗保健服务,专科医院,妇科医院,广东省,深圳市,龙岗区,114.245662,22.709805,,,,,
525,茹雅口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.254352,22.724586,,,,,
526,御筋宫,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.248547,22.726825,,,,,
527,五冠口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.250433,22.726144,,,,,
528,同步齿科(同欣门诊),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.251368,22.72633,,,,,
529,正夫口腔(铭德店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.254121,22.71782,,,,,
530,深圳铭德口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.254039,22.717784,,,,,
531,深圳廖裕芳口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.242105,22.68513,,,,,
532,芽美口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.241818,22.685122,,,,,
533,深圳嘉悦口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.262225,22.682546,,,,,
534,深圳嶂背百怡口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.240992,22.684349,,,,,
535,佳洁口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.262285,22.683322,,,,,
536,嘉悦齿科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.262247,22.682589,,,,,
537,深圳百康口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.24484,22.646224,,,,,
538,深圳徐纯如西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.246256,22.647328,,,,,
539,康丽洁牙,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.2417,22.645568,,,,,
540,深圳廖康西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.242463,22.64863,,,,,
541,深圳市龙岗区丁会礼口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.232085,22.644135,,,,,
542,爱齿口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.237827,22.692422,,,,,
543,深圳钟守权口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.253434,22.590613,,,,,
544,深圳海港口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.256111,22.589947,,,,,
545,深圳金港口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.255509,22.589951,,,,,
546,廖爱华口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.25745,22.589621,,,,,
547,深圳华富源口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.260915,22.587956,,,,,
548,绍爱华口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.267239,22.589465,,,,,
549,盐田区妇幼保健院,医疗保健服务,专科医院,专科医院,广东省,深圳市,盐田区,114.236637,22.551093,,,,,
550,婳妤医疗美容,医疗保健服务,专科医院,整形美容,广东省,深圳市,盐田区,114.237456,22.554545,,,,,
551,深圳诺德奥博口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.237325,22.554468,,,,,
552,诺德齿科(盐田店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.237217,22.554641,,,,,
553,深圳郑安园口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.234907,22.554157,,,,,
554,菲尔齿科门诊部(壹海城店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.237819,22.553762,,,,,
555,王岩松口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.236648,22.549235,,,,,
556,罗绮平口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.233498,22.553664,,,,,
557,深圳邓石泉口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.233207,22.5524,,,,,
558,博耀口腔(盐田店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.237312,22.552077,,,,,
559,深圳瑞晨口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.239395,22.725222,,,,,
560,深圳齿韵口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.263787,22.718019,,,,,
561,友睦齿科(万科天誉门诊),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.242819,22.713612,,,,,
562,深圳龙仕芳口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.241745,22.711387,,,,,
563,深圳张锦花诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.261083,22.714464,,,,,
564,友睦口腔龙岗万科天誉门诊,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.242654,22.713478,,,,,
565,深圳艾美美医疗美容门诊部,医疗保健服务,专科医院,整形美容,广东省,深圳市,龙岗区,114.239022,22.725289,,,,,
566,深圳铭德碧湖口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.238833,22.720227,,,,,
567,深圳月圆西医妇科诊所,医疗保健服务,专科医院,妇科医院,广东省,深圳市,龙岗区,114.251996,22.70947,,,,,
568,深圳盛平口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.255656,22.733722,,,,,
569,深圳森慕齿科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.240805,22.713487,,,,,
570,深圳森慕口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.240805,22.713488,,,,,
571,龙岗妇儿中心,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.234376,22.718582,,,,,
572,艾美美医疗美容,医疗保健服务,专科医院,整形美容,广东省,深圳市,龙岗区,114.239082,22.725198,,,,,
573,东芳韵美医疗美容门诊部,医疗保健服务,专科医院,整形美容,广东省,深圳市,龙岗区,114.242673,22.713496,,,,,
574,深圳郑康口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.301254,22.769637,,,,,
575,深圳雷冬仕西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.289541,22.774755,,,,,
576,顺发牙科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.291761,22.721531,,,,,
577,深圳市龙岗区贾晓燕口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.29085,22.721756,,,,,
578,深圳优莱口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.294137,22.722274,,,,,
579,深圳爱维艾夫妇科医院,医疗保健服务,专科医院,妇科医院,广东省,深圳市,龙岗区,114.293445,22.719439,,,,,
580,鑫康源口腔护理,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.293689,22.717481,,,,,
581,深圳廖志勇中医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.293331,22.717733,,,,,
582,深圳龙盛口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.296749,22.72209,,,,,
583,富业口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.290647,22.726718,,,,,
584,深圳益信口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.296939,22.721958,,,,,
585,魏生洁牙美齿,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.293494,22.669534,,,,,
586,深圳牙美康口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.290448,22.666815,,,,,
587,同步齿科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.277856,22.691483,,,,,
588,深圳邓秋连西医妇科诊所,医疗保健服务,专科医院,妇科医院,广东省,深圳市,坪山区,114.287157,22.666333,,,,,
589,深圳魏生口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.311358,22.670347,,,,,
590,深圳市龙岗区骨科医院,医疗保健服务,专科医院,骨科医院,广东省,深圳市,龙岗区,114.309979,22.69628,,,,,
591,口腔护理,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.307918,22.699853,,,,,
592,李春龙口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.305257,22.595817,,,,,
593,金海口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,盐田区,114.276018,22.586887,,,,,
594,深圳卓悦东进口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.276383,22.726546,,,,,
595,口腔护理,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.305637,22.712232,,,,,
596,深圳胡奕红口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.278131,22.732462,,,,,
597,七秀妇科,医疗保健服务,专科医院,妇科医院,广东省,深圳市,龙岗区,114.273933,22.7328,,,,,
598,深圳市龙岗区缪锦姐口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.275234,22.730176,,,,,
599,缪记口腔(龙兴街),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.273184,22.729458,,,,,
600,深圳李超中口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.308296,22.70978,,,,,
601,健柏齿科(龙岗保利上城店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.238311,22.704988,,,,,
602,深圳市龙岗区赵前友西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.332236,22.766154,,,,,
603,西医妇科,医疗保健服务,专科医院,妇科医院,广东省,深圳市,龙岗区,114.322572,22.765234,,,,,
604,深圳冯奇集西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.319504,22.761681,,,,,
605,深圳雅恒口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.322036,22.768869,,,,,
606,余勇平中医骨伤科诊所,医疗保健服务,专科医院,骨科医院,广东省,深圳市,龙岗区,114.317417,22.767312,,,,,
607,深圳馨雅口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.314577,22.765895,,,,,
608,深圳一欣口腔免费咨询点,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.323151,22.71692,,,,,
609,健民口腔护理,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.326354,22.733888,,,,,
610,深圳市龙岗区叶军西医内科诊所,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.31728,22.731259,,,,,
611,口腔护理(阳新路),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.316459,22.715386,,,,,
612,深圳恒皓口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.33929,22.70625,,,,,
613,优佳口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.340093,22.706758,,,,,
614,深圳张钢岭口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.314588,22.714388,,,,,
615,深圳博瑞口腔门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.330971,22.677718,,,,,
616,城美口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.33355,22.677577,,,,,
617,深圳慧智口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.334831,22.678317,,,,,
618,牙美健口腔(坪山天虹店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.32821,22.679472,,,,,
619,口腔保健,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.337259,22.68728,,,,,
620,深圳市雀记口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.334899,22.689462,,,,,
621,猫科骨科,医疗保健服务,专科医院,骨科医院,广东省,深圳市,坪山区,114.339963,22.686326,,,,,
622,李氏口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.325227,22.674612,,,,,
623,澳子头社康中心牙科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.317416,22.678531,,,,,
624,缪展辉口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.346692,22.685588,,,,,
625,深圳美真齿科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.337578,22.691069,,,,,
626,深圳盛迪口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.337528,22.691142,,,,,
627,深圳美真齿科管理有限公司国彬口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.337617,22.691007,,,,,
628,众雅口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.338755,22.693885,,,,,
629,永生口腔清洁用品,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.326465,22.697084,,,,,
630,深圳龙齿口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.315231,22.667305,,,,,
631,科妍美医疗美容,医疗保健服务,专科医院,整形美容,广东省,深圳市,坪山区,114.315097,22.667715,,,,,
632,深圳市坪山区妇幼保健院,医疗保健服务,专科医院,妇科医院,广东省,深圳市,坪山区,114.369225,22.746719,,,,,
633,深圳力雅口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.369352,22.753656,,,,,
634,祝兰珍西医妇科诊所,医疗保健服务,专科医院,妇科医院,广东省,深圳市,坪山区,114.368564,22.753832,,,,,
635,龙湾社康中心牙科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.368943,22.753895,,,,,
636,柳瑞桂西医妇科诊所,医疗保健服务,专科医院,妇科医院,广东省,深圳市,坪山区,114.365824,22.751995,,,,,
637,深圳平乐骨伤科医院,医疗保健服务,专科医院,骨科医院,广东省,深圳市,坪山区,114.361281,22.737811,,,,,
638,彭兰口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.388531,22.710001,,,,,
639,深圳缪棠口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.364033,22.686843,,,,,
640,南方医科大学深圳口腔医院(坪山),医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.36421,22.686053,,,,,
641,深圳宋医尚口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.357216,22.674196,,,,,
642,深圳李立文口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.353806,22.682007,,,,,
643,牙科,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.357468,22.671875,,,,,
644,黎思祥口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.351575,22.688876,,,,,
645,中医专科工作室,医疗保健服务,专科医院,专科医院,广东省,深圳市,坪山区,114.399206,22.709737,,,,,
646,胜华妇科,医疗保健服务,专科医院,妇科医院,广东省,深圳市,坪山区,114.397714,22.712293,,,,,
647,深圳惠民门诊部,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.396383,22.710475,,,,,
648,深圳聚德口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.392602,22.722393,,,,,
649,彭兰口腔护理,医疗保健服务,专科医院,口腔医院,广东省,深圳市,坪山区,114.397825,22.709335,,,,,
650,深圳锦民口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.420679,22.633644,,,,,
651,小象口腔,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.419044,22.630216,,,,,
652,深圳市大鹏新区吴秋玲口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.422194,22.632142,,,,,
653,李志标口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.424814,22.629994,,,,,
654,深圳市大鹏新区妇幼保健院,医疗保健服务,专科医院,专科医院,广东省,深圳市,龙岗区,114.485316,22.594716,,,,,
655,大鹏郑键浩口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.475419,22.592999,,,,,
656,深圳诚吉口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.479047,22.596394,,,,,
657,深圳观志口腔诊所(大鹏店),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.479262,22.596286,,,,,
658,清雅口腔(建设路),医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.478098,22.588251,,,,,
659,国泰妇科,医疗保健服务,专科医院,妇科医院,广东省,深圳市,龙岗区,114.475794,22.593054,,,,,
660,鹏城王慧玲口腔诊所,医疗保健服务,专科医院,口腔医院,广东省,深圳市,龙岗区,114.511706,22.593384,,,,,
