,百世快递(沙井分部),生活服务,物流速递,物流速递.1,广东省,深圳市,宝安区,113.782577,22.722213
1139,菜鸟驿站(深圳龙岗南湾深朗南区5号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.128535,22.644106
1140,烨骏中港物流公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133938,22.646596
1141,项氏物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13341,22.64698
1142,和通物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13428,22.64703
1143,广兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.135014,22.64665
1144,菜鸟驿站(深圳布吉深朗北区21号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.128388,22.645006
1145,诚顺物流湖南往返专线,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133365,22.647038
1146,快行线物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13325,22.647125
1147,百兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134324,22.646641
1148,嘀途递物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134166,22.647137
1149,菜鸟驿站(京南华庭店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13106,22.60225
1150,京东快递深圳木棉湾营业部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.131815,22.601489
1151,百鸽笼邮政所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.129478,22.600653
1152,中国移动通信(龙腾特约代理点),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.134236,22.601203
1153,康达尔运输有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.12375,22.618346
1154,圆通快递(布吉木棉湾分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133321,22.602688
1155,顺丰速运(罗岗街道办营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.132074,22.600699
1156,正南物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.130245,22.604012
1157,ems投递站,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.129688,22.600875
1158,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.126983,22.600353
1159,深圳市真铁国际货运代理有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.12976,22.601221
1160,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134804,22.601102
1161,中国移动(泽峰电脑),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.136359,22.600877
1162,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.136982,22.601356
1163,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.129724,22.597931
1164,中国联通(万科红生活广场店),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,龙岗区,114.127266,22.598287
1165,速递易快件箱,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134799,22.601098
1166,中国电信(田贝营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.13052,22.562695
1167,中国邮政(田贝支局),生活服务,邮局,邮局,广东省,深圳市,罗湖区,114.128275,22.5666
1168,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.136783,22.563713
1169,中国联通(深圳翠竹路营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,罗湖区,114.129034,22.561171
1170,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.122542,22.563183
1171,中国移动(翠竹营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,罗湖区,114.130185,22.561792
1172,中国电信(水贝营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.128857,22.566031
1173,菜鸟驿站(深圳横岗卓然居3号商铺1店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.170148,22.642556
1174,东风物流王,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.175482,22.642905
1175,菜鸟驿站(深圳横岗鸿丽苑102号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.175499,22.640241
1176,菜鸟驿站(深圳横岗深坑幸福小区二巷3号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.169139,22.636398
1177,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.176181,22.635887
1178,海港龙物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.166222,22.638025
1179,千鹏物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.165819,22.637449
1180,蓝美物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.164653,22.638628
1181,金秒物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.170436,22.635243
1182,顺丰速运(横岗街道办营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.175626,22.637861
1183,成容物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.165,22.637586
1184,快盟运通湖南全境,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.164457,22.63872
1185,星马物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.165151,22.637287
1186,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.178251,22.645882
1187,深坑邮政便民服务点,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.175924,22.634294
1188,中集E栈,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.178261,22.645885
1189,圆通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.176434,22.63531
1190,荣晖物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.164464,22.637829
1191,中国邮政(深坑代办所),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.1764,22.635707
1192,深圳市辉燕物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.16503,22.637766
1193,深圳市兴诚源物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.164824,22.638395
1194,中国电信南湾营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.164638,22.607239
1195,京东星配(大望店),生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.173304,22.603984
1196,深圳市龙岗区大望邮政代办所,生活服务,邮局,邮局,广东省,深圳市,罗湖区,114.170502,22.603274
1197,天天快递梧桐山营业厅,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.173563,22.60441
1198,菜鸟驿站(深圳罗湖大望村294栋店),生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.172759,22.603654
1199,中国电信大望营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.175472,22.601591
1200,圆通速递(大望分店),生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.17614,22.598016
1201,包裹超市,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.177145,22.60169
1202,申通快递,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.178449,22.600841
1203,极兔速递,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.178386,22.600866
1204,中国移动(莲塘营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,罗湖区,114.169776,22.563814
1205,中国电信(莲塘营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.168083,22.563895
1206,中国邮政(莲塘投递部),生活服务,邮局,邮政速递,广东省,深圳市,罗湖区,114.172469,22.561448
1207,中国联通(莲塘营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,罗湖区,114.168675,22.56169
1208,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.170791,22.56197
1209,中通快递(莲塘岁宝点),生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.17083,22.562727
1210,中国邮政集团公司深圳市莲塘邮政支局,生活服务,邮局,邮局,广东省,深圳市,罗湖区,114.172341,22.561476
1211,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.172954,22.562011
1212,申通快递服务点,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.172707,22.562943
1213,中国电信坳下服务厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.168086,22.563392
1214,快递超市,生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.172672,22.5629
1215,腾讯王卡驿站,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,罗湖区,114.170037,22.562459
1216,中通快递(港莲路店),生活服务,物流速递,物流速递,广东省,深圳市,罗湖区,114.171879,22.558812
1217,菜鸟驿站(鸿威森林店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.219025,22.750618
1218,圆通速递(妈妈驿站),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.219033,22.750679
1219,中国移动光纤宽带报装点,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.226444,22.747392
1220,深圳市宝益速递服务有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.225178,22.746292
1221,菜鸟驿站(深圳五联朱古石路39号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.22655,22.74936
1222,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.227859,22.744961
1223,明达国际货运代理公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.229469,22.745218
1224,菜鸟驿站(深圳五联朱古石小区六巷7号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.224705,22.747205
1225,快宝驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.229574,22.744354
1226,菜鸟驿站(深圳龙城万科清林径3期207店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.230247,22.752319
1227,长城宽带(清林路店),生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,龙岗区,114.212885,22.719569
1228,中邮速递易,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.216746,22.721864
1229,菜鸟驿站(新秀新村店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.218876,22.723566
1230,深圳市德纵国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.215255,22.718037
1231,嘉德信通国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.217557,22.722467
1232,菜鸟驿站(深圳横岗坳新路119号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.21206,22.67341
1233,中国移动深恒宇(幼二村)授权店(幼二村),生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,龙岗区,114.212611,22.674263
1234,韵达快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.212054,22.671782
1235,中通深圳横岗公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.213551,22.671887
1236,菜鸟驿站(深圳坳二村坳新小区17号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.21233,22.67394
1237,深圳市鑫源通物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.224026,22.683458
1238,中国电信信翼购服务厅(颐安店),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.223274,22.683487
1239,全一快递(桂坪路店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.225486,22.683995
1240,龙城营业厅,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,龙岗区,114.221035,22.687425
1241,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.222178,22.687941
1242,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.21142,22.669382
1243,中国电信(荷坳社区店),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.228625,22.676705
1244,菜鸟驿站(颐安都会三期店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.223093,22.683336
1245,横岗中国电信(横岗营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.210848,22.644815
1246,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.209367,22.642583
1247,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.211326,22.643322
1248,韵达快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.209775,22.641902
1249,深圳市禾锦泰运输有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.210246,22.641459
1250,中国邮政(宝华支局),生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.210918,22.644293
1251,天翼中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.20664,22.642532
1252,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.209851,22.641433
1253,小兵快递驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.212994,22.643945
1254,妈妈驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.208834,22.64304
1255,深圳市龙岗区窝肚邮政代办所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.215058,22.657572
1256,菜鸟驿站(深圳横岗马五村四巷5号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.212759,22.642714
1257,申通快递横岗公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.208255,22.643908
1258,国美配送中心,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.212379,22.639219
1259,信深物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.212334,22.6392
1260,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.222204,22.611057
1261,申通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.220528,22.610948
1262,西坑锦泰服务厅中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.223265,22.613229
1263,圆通快递站点,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.22185,22.6111
1264,金宝集运深圳物流中心,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.222253,22.615042
1265,中国电信(梧桐山代理店),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,罗湖区,114.192313,22.592018
1266,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.226225,22.617691
1267,顺丰速运(西坑营业站),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.226255,22.617635
1268,安能物流西坑营业部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.227852,22.616527
1269,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.222627,22.556139
1270,申通快递(盐田承包区),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.223641,22.555164
1271,E栈快递智能储存柜,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.220751,22.556982
1272,中国联通(深圳盐田沙头角营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,盐田区,114.229798,22.549543
1273,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.227824,22.553102
1274,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.228548,22.552679
1275,中通速递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.225601,22.553192
1276,中国电信(恩上路服务厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,盐田区,114.228259,22.552681
1277,中国邮政集团公司深圳市沙盐支局,生活服务,邮局,邮局,广东省,深圳市,盐田区,114.225863,22.552951
1278,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.227448,22.552743
1279,东升运输实业有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.227983,22.551841
1280,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,盐田区,114.23085,22.550501
1281,圆通速递(沙头角分部),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.227225,22.5528
1282,中国移动宽带报装点,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.230843,22.550389
1283,圆通快递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.229823,22.554377
1284,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.225192,22.55315
1285,中国移动(小飞授权店),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.246434,22.756036
1286,中扬国际物流货运代理,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.247734,22.755029
1287,顺心捷达物流龙岗集银店,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24729,22.755568
1288,德坤(五联营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.248322,22.754104
1289,安能物流清水路营业点,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.248265,22.754284
1290,菜鸟驿站(龙西玉湖村),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.247196,22.754258
1291,美宜佳,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.249336,22.752949
1292,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.242807,22.753757
1293,菜鸟驿站(深圳龙城玉湖山畔A栋1号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24573,22.75638
1294,圆通速递(齐心路),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.243896,22.753979
1295,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.244198,22.754184
1296,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.244496,22.754289
1297,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24442,22.752813
1298,温州联洲物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.251961,22.750148
1299,长城宽带,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,龙岗区,114.244872,22.753097
1300,中国电信(龙城营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.242976,22.715708
1301,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.253416,22.722754
1302,菜鸟驿站(美宜佳3996龙岗吓岗二村店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.250575,22.722791
1303,中国邮政集团公司深圳市万象天成支局,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.253136,22.723275
1304,龙城邮政支局(龙翔大道),生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.24225,22.715462
1305,中集E栈,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.254059,22.719494
1306,速递易E栈,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.255156,22.725309
1307,中冠物流园,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.248733,22.683794
1308,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.246084,22.685917
1309,优速快递龙城宝荷,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.250764,22.686695
1310,中国移动极光宽带,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.252982,22.687955
1311,菜鸟驿站(深圳嶂背二村凹巷路佳康社区便利店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24979,22.685233
1312,菜鸟驿站(深圳龙城嶂背二村东四巷4号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24967,22.68558
1313,中国电信5G营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.24214,22.685092
1314,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.251531,22.688516
1315,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.244579,22.685594
1316,惠民邮政代办所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.254407,22.689088
1317,中国移动社区服务站,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,龙岗区,114.242234,22.682855
1318,天天快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.243214,22.683429
1319,中国移动(佳信卡行特约代理点),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.251612,22.687814
1320,深圳市龙岗区嶂背邮政代办所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.24746,22.686221
1321,菜鸟驿站(深圳龙城嶂背二村一巷8号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24806,22.68628
1322,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.246859,22.645737
1323,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.247428,22.647028
1324,信丰物流(横岗分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.245372,22.648028
1325,中翔安能物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.245341,22.647779
1326,德坤,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.245479,22.64783
1327,中国电信光纤宽带报装点,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.241771,22.646068
1328,中国电信营业厅(大康厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.240915,22.645536
1329,韵达快递横岗大万分部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.243491,22.64646
1330,ST速通物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.245213,22.64893
1331,高铁快运(横岗分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.243556,22.647505
1332,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24551,22.649339
1333,速腾快递(深圳横岗分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.244006,22.647057
1334,韵达快递(龙发分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.240652,22.647666
1335,快递服务站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.240554,22.645564
1336,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.239491,22.649456
1337,陆陆鑫申快递店,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.240985,22.647868
1338,菜鸟驿站(大凤村106号美宜佳),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.242993,22.648195
1339,怡禾成物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.238296,22.645547
1340,深圳恒广物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.239237,22.646388
1341,优速快递横岗一部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.24591,22.653076
1342,德邦物流(永安街店),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.246997,22.596934
1343,盐田港物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.24651,22.601011
1344,中国移动(人人乐营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.255132,22.588968
1345,深圳市宏业物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.246246,22.599815
1346,深圳市海运通物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.246886,22.599245
1347,湘港国际物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.247401,22.595893
1348,八达仓,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.243836,22.601307
1349,深圳市时通国际货物运输代理有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.245787,22.601579
1350,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.247162,22.595676
1351,深圳市立航货运有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.243792,22.601408
1352,中国邮政中通快递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.246992,22.595233
1353,民鑫通讯,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.247878,22.594647
1354,新路通物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.251077,22.595152
1355,易代储深圳2号院,生活服务,物流速递,物流仓储场地,广东省,深圳市,盐田区,114.246167,22.600373
1356,中国电信盐田营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,盐田区,114.257947,22.59094
1357,百鸣物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.253771,22.592985
1358,中国联通(盐田路东海大道营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,盐田区,114.255327,22.589224
1359,深圳市联大物流有限公司(东海道),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.247306,22.596651
1360,深圳市迪创物流服务有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.253989,22.594109
1361,深圳市万联物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.253834,22.593007
1362,驴运通物流装备,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.249089,22.591807
1363,以利达物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.249286,22.591621
