,百世快递(沙井分部),生活服务,物流速递,物流速递.1,广东省,深圳市,宝安区,113.782577,22.722213
1364,中国邮政,生活服务,邮局,邮局,广东省,深圳市,盐田区,114.253206,22.590251
1365,永发兴物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.248045,22.591226
1366,正辰物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.256628,22.591662
1367,菜鸟驿站(深圳东港印象店),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.24979,22.5917
1368,安迅物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.248452,22.563279
1369,沟通100,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.237643,22.554694
1370,深圳沙头角中通快递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.244477,22.56271
1371,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.245548,22.562303
1372,丰巢置能柜,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.244317,22.561753
1373,跨越速运货,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.243438,22.560858
1374,利文物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.246661,22.557812
1375,金胜丰物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.254998,22.569611
1376,保佳货运有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.245225,22.559721
1377,利仓行物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.253571,22.568529
1378,太月物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.253652,22.56872
1379,广东省深圳市清泉物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.254725,22.569031
1380,中通快运深圳盐田,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.243617,22.562191
1381,深圳市信立德物流有限公司盐田分公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.253979,22.56891
1382,深圳市合信通国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.242875,22.559218
1383,菜鸟驿站(美宜佳E140圳盐田吴海君悦店),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.242838,22.558953
1384,广东省深圳市万路达冷链物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.254758,22.569065
1385,深圳市恒海富国际货运代理有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.254742,22.569361
1386,百富新现代物流园,生活服务,物流速递,物流仓储场地,广东省,深圳市,盐田区,114.256019,22.579924
1387,国储物流,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.263093,22.574667
1388,中国移动盐田海涛路营业厅,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,盐田区,114.234655,22.55327
1389,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.288882,22.761098
1390,申通快递(坪地分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.294223,22.762787
1391,顺舟物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.2938,22.76387
1392,德龙配送,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.294519,22.760105
1393,菜鸟驿站(深圳坪地老屋村绿茵路19号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.291637,22.758679
1394,坪地邮政所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.298442,22.761251
1395,呈惠物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.288212,22.755183
1396,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.298716,22.76311
1397,珠三角直达专线,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.288148,22.75539
1398,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.285541,22.76024
1399,中国移动购机中心,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.29061,22.72261
1400,中国邮政(源盛支局),生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.290983,22.72278
1401,全一快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.293624,22.721615
1402,龙东百世快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.289045,22.721102
1403,中国电信光纤宽带报装点,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.29088,22.723099
1404,中国电信(龙东社区营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.290534,22.718306
1405,菜鸟驿站(深圳龙岗龙东育贤东八巷3号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.293192,22.72126
1406,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.286758,22.683976
1407,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.289953,22.688767
1408,华强物流仓储配送中心,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.283242,22.683173
1409,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.297243,22.689922
1410,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.287093,22.690016
1411,高科邮政所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.288729,22.691827
1412,菜鸟驿站(深圳宝龙宝三丰店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.2872,22.69003
1413,深圳众赢物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.292716,22.671487
1414,丰巢物流柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.301041,22.687311
1415,景光物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.280273,22.682837
1416,华瑞中基国际物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.292705,22.671371
1417,中国电信(碧岭营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.29092,22.66727
1418,中国邮政(碧岭代办所),生活服务,邮局,邮局,广东省,深圳市,坪山区,114.292111,22.670262
1419,亨运通物流园,生活服务,物流速递,物流仓储场地,广东省,深圳市,坪山区,114.294176,22.672447
1420,寄发快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.278072,22.680968
1421,妈妈驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.281796,22.69027
1422,广州顶通物流有限公司深圳分公司(坪山仓),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.300001,22.675354
1423,中国移动碧岭营业厅,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.292157,22.66741
1424,中国移动宝龙营厅,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.286679,22.693337
1425,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.301898,22.692954
1426,龙祥行物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.286879,22.668457
1427,东部华侨城邮筒,生活服务,邮局,邮局,广东省,深圳市,盐田区,114.305997,22.605171
1428,自助快递柜,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.301751,22.603109
1429,梅沙邮政代办所,生活服务,邮局,邮局,广东省,深圳市,盐田区,114.309465,22.60072
1430,胜记仓物流(深圳)有限公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.310959,22.601357
1431,炬星运输,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.309083,22.599447
1432,海菲德小镇邮局,生活服务,邮局,邮政速递,广东省,深圳市,盐田区,114.30413,22.60861
1433,顺丰速运(上成路),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.309217,22.602562
1434,中通速递(盐田梅沙站点),生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.305488,22.595942
1435,韵达包裹超市大梅沙·社区便民服务点,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.305302,22.593169
1436,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.306386,22.594442
1437,翊鑫物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.333334,22.788897
1438,深圳市速誉达物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.333261,22.789134
1439,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.328278,22.787149
1440,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.334304,22.786501
1441,快递超市,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.333386,22.784832
1442,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.318846,22.782833
1443,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.335819,22.784434
1444,申通快递(坪地六联分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.325595,22.785585
1445,年丰邮政代办所,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.330073,22.766086
1446,菜鸟驿站(坪地年丰骆屋新村13号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.332385,22.764866
1447,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.332217,22.766513
1448,菜鸟驿站(深圳坪地年丰骆屋新村13号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.33199,22.76534
1449,中国邮政EMS速递国内国际代收点,生活服务,邮局,邮政速递,广东省,深圳市,龙岗区,114.329671,22.767856
1450,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.329636,22.767222
1451,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.325845,22.721121
1452,菜鸟驿站(深圳新布村10巷139号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.32542,22.72122
1453,佳畅物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.323346,22.720229
1454,中国移动(恒诚发店),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.323791,22.721661
1455,菜鸟驿站(桐桐百货店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.323155,22.716916
1456,中乐深物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.322953,22.71656
1457,永兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.313302,22.715605
1458,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.326683,22.73389
1459,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.32402,22.732398
1460,壹米滴答,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.319151,22.722556
1461,驰运通物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.322059,22.732308
1462,通万家物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.318366,22.716543
1463,壹米滴答-同乐营业部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.319188,22.722574
1464,中国电信(同乐营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.317853,22.731295
1465,托必达货运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.31826,22.716113
1466,韵达物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.318298,22.716049
1467,中国电信(同乐营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.314459,22.713731
1468,德邦快递(同心路营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.315632,22.721234
1469,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.321603,22.731967
1470,河北鹏诚物流深圳分公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.31835,22.716525
1471,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.33089,22.679485
1472,菜鸟驿站(深圳坪山龙光玖云著3栋131店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.330923,22.680978
1473,菜鸟驿站(龙光玖云著店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.330776,22.679687
1474,菜鸟驿站(深圳坪山东城国际8栋36号店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.328481,22.680705
1475,德邦快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.327827,22.685092
1476,中国移动(坪山营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.338481,22.694771
1477,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.335848,22.678608
1478,中国移动社区服务站,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.337597,22.685382
1479,菜鸟驿站(力高君御国际三栋45号店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.330089,22.678232
1480,中国联通,生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,坪山区,114.337326,22.686796
1481,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.337532,22.68371
1482,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.324761,22.601652
1483,泛艺国际货运代理服务有限公司深圳分公司,生活服务,物流速递,物流速递,广东省,深圳市,盐田区,114.325062,22.600026
1484,韵达(六合城营业厅),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.330678,22.688656
1485,中国邮政(碧岭营业部),生活服务,邮局,邮局,广东省,深圳市,坪山区,114.323035,22.679939
1486,加特物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.323818,22.682805
1487,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.370968,22.760275
1488,德鲁克物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.370073,22.762983
1489,鑫腾福物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.370629,22.760451
1490,苏通快运,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.369769,22.760777
1491,顺通快运,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.371591,22.76373
1492,中国电信·坑梓金田恒波合作厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.371748,22.744092
1493,顺丰速运(育新街营业部),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.375066,22.744181
1494,中国移动(号码卡类直销点),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.369752,22.755533
1495,中国移动(坑梓服营厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.369051,22.744283
1496,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.369858,22.755278
1497,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.369693,22.754136
1498,中国联通(坑梓中心营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.37474,22.744595
1499,安能物流龙湾市场店,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.370481,22.754789
1500,深圳市新宁现代物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.368316,22.712994
1501,联昊通快递公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366795,22.723527
1502,安诚宇物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.363554,22.719959
1503,齐心办公物流中心,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.378104,22.727409
1504,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.368612,22.730483
1505,坑梓韵达快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366881,22.730039
1506,深圳市巨航现代物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.36328,22.717929
1507,优速快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.3749,22.711877
1508,全域物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366567,22.711641
1509,易达博通物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366167,22.711797
1510,深圳市丰凯物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366271,22.711213
1511,中国移动(嘉华指定专营店),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.358266,22.725517
1512,德鲁克物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.358984,22.726133
1513,中国邮政(老坑代办所),生活服务,邮局,邮局,广东省,深圳市,坪山区,114.358902,22.726486
1514,深圳银仓物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.365357,22.710578
1515,深圳市东泰国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366377,22.711753
1516,速尔快递(深圳坪山区分公司),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366113,22.733455
1517,顺心捷达,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.375331,22.734038
1518,宏业物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.375306,22.734077
1519,中国电信(燕子岭营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.368262,22.703715
1520,华信行物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.363765,22.710783
1521,韵达快递代收点,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.357861,22.725783
1522,深圳市天宏国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.365565,22.710435
1523,天子门生,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.378391,22.709907
1524,圆通速递(众客隆店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.371385,22.681696
1525,韵达快递超市,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.372009,22.683199
1526,菜鸟驿站(深圳坪山比亚迪2.5号门美食城店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.370803,22.681577
1527,菜鸟驿站(美宜佳B751深圳坪山新沙壆新村店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.37021,22.68181
1528,中国电信(比亚迪营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.373627,22.681171
1529,菜鸟驿站(美宜佳凤尾坑新村店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.368743,22.684831
1530,江铃物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.371519,22.687597
1531,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.366028,22.689353
1532,中国电信坪山沙坣营业厅,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.363332,22.689349
1533,申通快递(坪山比亚迪营业点),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.35998,22.678402
1534,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.362627,22.689639
1535,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.360905,22.678319
1536,申通快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.381069,22.687738
1537,韵达速递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.363112,22.689691
1538,顺丰速运(石井营业部),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.376565,22.692533
1539,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.385984,22.683536
1540,菜鸟驿站(深圳坪山沙博路20-1号店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.361802,22.687404
1541,德坤物流(金竹路营业部),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.372971,22.694156
1542,顺心捷达(坪山保税区店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.373059,22.694189
1543,菜鸟驿站(坪山香江工业园店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.358772,22.681752
1544,圆通快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.360838,22.691068
1545,中国电信(三洋湖代理点),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,坪山区,114.3565,22.689475
1546,菜鸟驿站(李屋老村店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.378387,22.694158
1547,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.355771,22.688422
1548,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.410775,22.76078
1549,菜鸟驿站(深圳坑梓比亚迪一期创亿未来城店),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.410756,22.762463
1550,鑫红桥物流,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.4086,22.754077
1551,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.402785,22.755107
1552,坑梓秀沙邮政代办所,生活服务,邮局,邮局,广东省,深圳市,坪山区,114.403351,22.767321
1553,中国移动(万通手机),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,坪山区,114.418976,22.6932
1554,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.399356,22.691124
1555,壹米滴答孟源物流(石井营业部),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.409177,22.69373
1556,安能物流(坪山沙博),生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.396506,22.69194
1557,深圳市联合创展物流坪山工程物流基地,生活服务,物流速递,物流速递,广东省,深圳市,坪山区,114.395404,22.69432
1558,韵达快运(葵涌分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.428884,22.63965
1559,圆通速递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.415315,22.63739
1560,葵涌邮政支局,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.418713,22.630555
1561,联昊通快递(大鹏分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.415176,22.633755
1562,天天快递便民点,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.417212,22.633605
1563,菜鸟驿站(坝光新村店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.4018,22.637408
1564,加运美速递(深圳市大鹏分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.416104,22.633955
1565,顺丰速运(洋南二路),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.405174,22.61325
1566,浩丰物流土洋车场,生活服务,物流速递,物流仓储场地,广东省,深圳市,龙岗区,114.404924,22.611755
1567,深圳市新达源物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.401213,22.614
1568,菜鸟驿站(深圳葵涌洋业三路1号102店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.40362,22.61376
1569,速尔快递(葵涌营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.425957,22.616179
1570,中冠物流园,生活服务,物流速递,物流仓储场地,广东省,深圳市,龙岗区,114.426385,22.616513
1571,申通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.434862,22.63148
1572,韵达快递代收点,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.434915,22.630334
1573,深圳如风达快递(大鹏分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.469916,22.597325
1574,深圳大鹏中通,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.470661,22.596917
1575,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.475382,22.590577
1576,大鹏交通运输有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.478191,22.599966
1577,大鹏邮政支局,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.474001,22.595523
1578,深圳市华盛配送有限公司,生活服务,物流速递,物流仓储场地,广东省,深圳市,龙岗区,114.494054,22.56411
1579,宏兴雪糕配送部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.487682,22.573439
1580,中国邮政(水头沙代办所),生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.482117,22.548883
1581,中国移动佳运手机店,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.487545,22.573299
1582,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.485842,22.578648
1583,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.491291,22.530957
1584,南澳邮政支局,生活服务,邮局,邮局,广东省,深圳市,龙岗区,114.493149,22.534371
1585,中国移动(南澳服务厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.491819,22.535316
1586,中通快递(南澳分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.496151,22.534266
1587,韵达速递(南澳营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.491532,22.535232
1588,南澳申通菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.496491,22.534578
1589,天天快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.528159,22.593171
1590,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.519146,22.593485
1591,中国邮政(鹏城代办所),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.512067,22.592202
